Daily counts of chum below counting fence. | neutral | 0.6996630430221558
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson % of Spawning Habitat Surveyed: 100% Distribution of Spawning Salmon: SOCKEYE FROM TIDE ZONE TO 1 KM; COHO FROM TIDE ZONE TO 2 KM; CHUM FROM TIDE ZONE TO 1.2 KM. Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: SOCKEYE, COHO AND CHUM ESTIMATE BASED ON NEW FISH AND THE SUM % OF NEW FISH FOR EACH NEW VISIT. NO PINK CHINOOK OR STEELHEAD OBSERVED. | neutral | 0.930461585521698
Surveyed by Gord Bainbridge, Charter Patrol. Peak (live plu dead) 4005 observed Oct 29. | neutral | 0.9551729559898376
Snorkel surveys conducted 2014-09-05; 2014-09-12; 2014-09-19; 2014-09-26; 2014-10-03; & 2014-10-10. Heavy rains in mid to late October created poor survey conditions. Survey crews were unable to conduct surveys due to high water levels and dangerous river conditions. 2 sockeye jacks were observed on the first survey, so "Adult Present" was entered as the escapement estimate. | negative | 0.7032520771026611
Snorkel surveys conducted 2020-09-01, 2020-09-15, 2020-09-21, 2020-09-29, 2020-10-05, 2020-10-20 , 2020-11-02 and 2020-11-09. First zero set at August 31 as 1 pink was observed on the first survey. Presence or absence estimate used. | neutral | 0.9249728918075562
Surveyed by DFO and NVISEA. Peak of 2193 observed Sept 24 (no dead). Jack AUC survey life 20 days, peak observed 392 on Oct 6. | neutral | 0.9406492114067078
Surveyed by Gord Bainbridge, Charter Patrol. Peak 162 on final survey. No AUC on jacks. | neutral | 0.9342008829116821
Person Preparing Report: R. Smith Distribution of Spawning Salmon: Not many fish seen but ones seen spawned throughout creek to falls. Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Beware of a very aggressive bear in area. Will stalk you and attack without warning. (20) Predator Interactions: Very aggressive bear in area. Take a weapon with you. | neutral | 0.933297336101532
Snorkel surreys conducted 2015-09-27 & 2015-11-19. The survey conditions were excellent but the coverage was poor, only two surveys in 2015. Coho were observed on both surveys. The "Expanded PL+D" was used as the escapement estimate. It appears a high number of jack were observed. | neutral | 0.5178288817405701
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Enhancement/Biological Activities: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Broodstock figure includes all fish removals from system, not just those used for brood. | neutral | 0.937634289264679
Snorkel surveys conducted 2011-09-16; 2011-10-06; 2011-10-14; 2011-10-24 & 2011-10-27. Survey conducted 2011-09-16, excluded from the AUC calculation. | neutral | 0.9210417866706848
Person Preparing Report: Garry Deis Distribution of Spawning Salmon: Chum in tidal area of Estuary and upstream 250 meters. Distribution density light. Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (20) On Predator Interactions: High seal presence. Low black bear presence. | neutral | 0.946215808391571
PL+D estimate. Survey on Oct 14. | neutral | 0.942823052406311
Boat survey conducted 2013-10-18. The target species was chum, no Coho observed. | neutral | 0.9031349420547485
No Pink Observed.Surveys on Sep 13, 23 and Oct 6. All surveys lower river. Fewer surveys due to heavy rain and high water. Did not get late count. | neutral | 0.8200815320014954
Person Preparing Report: Richard Smith (Thorton Creek Hatchery) Distribution of Spawning Salmon: From ocean to falls, also in a small side channel. Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (20) On Predator Interactions: Seals around. | neutral | 0.9535725116729736
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Enhancement/Biological Activities: Yes Unusual Drought: Yes Salmon Distribution or Predator Interactions: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Broodstock figure includes all fish removals from system, not just those used for brood. (13) Drought: Extremely low water levels throughout September, increasing to normal levels in mid October. (20) On Predator Interactions: Two (2) bears observed. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9216081500053406
Bank walk surveys conducted on 2011-10-19 & 2011-11-04. Poor survey coverage for this species, the first survey there was no sockeye observed, all sockeye observed on the second survey. The raw PL+D and expanded PL+D were the same so the raw PL+D was used for the estimate. | negative | 0.7677814364433289
Snorkel survey conducted on 2013-10-20. Poor survey coverage for Chinook. Only one survey done in 2013 targeting chum. None Observed entered as the escapement estimate. | negative | 0.8186500668525696
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 % of Spawning Habitat Surveyed: 100% Supplementary Docs: Yes Other Comments (May relate to several species): (4) Describe basis for estimating total adults SK Run 1: 132 plus sockeye observed in Clayoquot Lake (on Redds) 96-Nov-01. (5) General Comments on Escapement Estimation: Detailed information for each inspection available from Stock Assessment Division. Data provided by Northwest Egosystem Institute and surveys performed by Clayoquot Biosphere Project. (22) List Supplementary Documentation: BC16 originally prepared by Brenda Wright, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9361476898193359
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson Debris Torrent: Yes Distribution of Spawning Salmon: In first 100m Other Comments (May relate to several species): (10) Debris jams: Log jam at first 100m. | neutral | 0.9503235816955566
AUC estimate.Surveys on Sep 16, 25, Oct 7,31. Did not get late count.. | neutral | 0.8079411387443542
Person Preparing Report: Richard Smith,Thornton Creek Hatchery | neutral | 0.9416719675064087
Somass system data reviewed February & March 2006. A "Not Inspected" BC16 was prepared by Brad Rushton for Beaver Creek in 1988 | neutral | 0.9316332936286926
No native fisheries occurred on Waukwaas Creek stocks. Noticeable improvement in Coho escapement to the Waukwaas for 2007. Estuary and Rupert Inlet terminal Coho fisheries were strong with significant effort. brood target was all obtained in a single set October 17th. | positive | 0.5535641312599182
Historically, no pink have been observed in these feeder streams. | neutral | 0.9029158353805542
Snorkel surveys conducted 2018-09-13; 2018-09-24; 2018-10-03; 2018-10-12 & 2018-10-18. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2018 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.949999213218689
Snorkel surveys conducted 2017-09-05; 2017-09-11; 2017-09-20; 2017-09-28; 2017-10-04; 2017-10-12; 2017-10-25 & 2017-11-06. The expanded AUC calculation was used for the escapement estimate. Brood was collected in the lower river in mid-Sept. DNA from each was analyzed to determine stock of origin. 49% were genetically Naming, so 47 of the 96 removed were spawned. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2017 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.9415046572685242
Snorkel surveys conducted 2020-09-01, 2020-09-15, 2020-09-21, 2020-09-29, 2020-10-05, 2020-10-20, 2020-11-02 and 2020-11-09. First zero set at August 22 during a period of heavy rain. Peak spawning was missed due to weather limitations. 98 Adult Chinook taken as brood removals. Expanded AUC estimate used. | neutral | 0.8985536098480225
Person Preparing Report: Hank Buitendyk, CPV Field Crew: Hank Buitendyk Unusual Drought: Yes % of Spawning Habitat Surveyed: 50% | neutral | 0.9013192653656006
Person Preparing Report: Guy Chiasson Other Comments (May relate to several species): Stream not inspected this year, low priority | negative | 0.7722896337509155
Snorkel and stream walk survey conducted 2012-11-02. Below normal water flows and low fish visibility. Poor survey coverage, only one survey this year. One adult Chinook was observed during the survey which is not representative of the Chinook population so "Adult Present" has been entered as the escapement estimate. | negative | 0.8156608939170837
Snorkel surveys conducted 2015-09-09; 2015-09-16; 2015-09-29; 2015-10-15; 2015-10-22; 2015-11-02 & 2015-11-9. Good survey conditions and coverage this year. | positive | 0.8974278569221497
Snorkel surveys conducted on 2018-10-09; 2018-10-21; 2018-11-10. Expanded PL+D was used as the escapement estimate. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2018 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.9559938311576843
Person Preparing Report: Hank Buitendyk, CPV Field Crew: Hank Buitendyk Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (4) Describe basis for estimating total adults CO Run 1: Based on past year surveys, present fish counts, type of fish, weather, stream conditions and predators. (4) Describe basis for estimating total adults CM Run 1: Based on past year surveys, present fish counts, type of fish, weather, stream conditions and predators. (20) On Predator Interactions: Seals are always present in the estuary. | neutral | 0.9498199224472046
Preliminary CO estimate. Surveys completed Sep 5,14,21,28, Oct 6,17,25, Nov 1,7. PL+D estimate | neutral | 0.9319289326667786
Snorkel surveys conducted 2000-09-15; 2000-10-04; 2000-10-09; 2000-10-24; 2000-10-31; 2000-11-03; 2000-11-09; 2000-11-15; 2000-11-21; 2000-11-29; 2000-12-06; 2000-12-12; 2000-12-19; 2000-12-24 & 2000-12-30. Surveys conducted by Tofino Enhancement Society. Updated May 2017: The 2000 estimate was blank in nuSEDs, SEN was created using SILs previously uploaded in nuSEDs. | neutral | 0.9086074829101562
Bank walk surveys conducted on 2011-10-19 & 2011-11-04. Poor survey coverage for this species, the second survey no chum were observed, all chum observed on the first survey. The raw PL+D and expanded PL+D were the same so the raw PL+D was used for the estimate. | negative | 0.7582916021347046
Person Preparing Report: Willem Buitendyk Field Crew: Willem Buitendyk % of Spawning Habitat Surveyed: 25% Distribution of Spawning Salmon: Chum in lower 500m up to first falls, coho up to the lake. Predators Counted During Surveys: Yes Other Comments (May relate to several species): (20a) Predator counts by date and predator type: Little sign of bear activity. | neutral | 0.946790337562561
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: This system difficult to access due to its exposed location to breakers and storm surge. One coho and 38 chum counted with conditions less than perfect (high and tea coloured water), low clouds and rain. | neutral | 0.7119141817092896
Somass system data reviewed February & March 2006. Only one survey this year to the Lower Stamp River (below the Stamp Falls Fishway). Seven surveys on 1999-09-19; 1999-09-30; 1999-10-05; 1999-10-05; 1999-10-12; 1999-10-19; 1999-10-27; 1999-11-04 done by CPV were excluded from the AUC calculation because they were surveys of the Ash River and the survey conducted 1999-09-22 by the Province was also excluded because it was on the Upper Stamp River. Not Inspected has been entered as the escapement estimate since the survey was done early in the survey season before chum had arrived in the system. | neutral | 0.6619418263435364
Snorkel surveys conducted on 2018-09-25; 2018-09-28; 2018-10-05; 2018-10-06 & 2018-10-20. Surveys on Sept 25 & 28 and Oct. 5 & 6 were consecutive surveys of the upper and lower river and were combined. The surveys on Oct 20 and Nov 8 were on the upper river only. Expanded PL+D was used as the escapement estimate.No Pink observed. For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2018 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | neutral | 0.9352704286575317
Bank walk surveys conducted 2011-09-27; 2011-10-03; 2011-10-06; 2011-10-12; 2011-10-18; 2011-10-24 & 2011-10-31. 300 live coho observed Oct 18. The surveys targeted chum. The raw and expanded PL+D were the same so the raw PL+D was used. | neutral | 0.9324190616607666
No chinook seen. Lower 1.5 km surveyed. | neutral | 0.8960538506507874
Person Preparing Report: Garry Deis Enhancement/Biological Activities: Yes Distribution of Spawning Salmon: Distribution of chum over stream bed, light. Distribution of pinks over stream bed, light to med.. Fish Access Problems: Yes Salmon Distribution or Predator Interactions: Yes Other Comments (May relate to several species): (20) On Predator Interactions: Normal black bear presence and seal presence. (7) Enhancements: 31 female and 48 male coho captured for broodstock. Coho broodstock captured by Quaste River Hatchery crew for enhancement. Coho fry are released to this system. Contact Graeme Bull at hatchery 949-9022. (16) Fish access recommendations: See comments sheet attached (no attachedment, with this copy.) | neutral | 0.9258249402046204
Upper Kennedy River swims only lake surveys were also conducted counting only 183 sockeye on 11/07 and 155 sockeye on 11/14. | neutral | 0.9656405448913574
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Enhancement/Biological Activities: Yes % of Spawning Habitat Surveyed: 70% Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Broodstock figure includes all fish removals from system, not just those used for brood. Unusual numbers of jacks: Proportion of sockeye jacks = 42% and proportion of coho jacks = 47%. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9267042875289917
Somass system data reviewed February & March 2006. Poor survey coverage. Only two surveys one on 1999-09-20 and the other on 1999-10-01. Survey conducted prior to the arrival of chum in the system so "Not Inspected" has been entered as the escapement estimate. | negative | 0.8267014026641846
Snorkel surveys conducted 2013-09-04; 2013-09-17; 2013-10-09; 2013-10-15; 2013-10-28 & 2013-11-09. Possibility that surveys ended before the peak of the run so medium reliability selected. | neutral | 0.9208111763000488
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Unusual numbers of jacks: Proportion of coho jacks = 26% and proportion of chinook jacks = 31%. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9357187151908875
Snorkel surveys conducted 2011-10-03 & 2011-10-27. Poor survey coverage in 2011, only two surveys conducted. The raw PL+D and expanded PL+D were the same so the raw PL+D was used. | negative | 0.8141162395477295
Conuma River Hatchery staff visited the Tlupana River three times in September and six times in October to capture chinook and chum broodstock with a beach seine. Hatchery staff noted; Poor return, egg target achieved thru much hard work and because of low water throughout Oct. 6,550 chum was estimated as the escapement estimate plus 1,071 (571 males and 500 females) were removed for broodstock. Escapement estimate provided by Conuma River Hatchery Staff, based on counts from a combination of streamside adult capture ops, eggtakes, streamside walks and observations from boats combined with expert opinion. | neutral | 0.8500528335571289
4 bank walk surveys were conducted by Thornton Creek Enhancement Society on 2002-10-21; 2002-10-25; 2002-11-04; 2002-11-06 and 2002-11-13. SIL's were not submitted to StAD for entry into nuSEDs and the BC16 was completed by Richie Smith from TCES. Very low water levels due to no rain in October. Lots of bear and seal kills. Seems to be some obstruction at bridge on East and West Main - could be beaver dam. Most chum spawned in the lower end of the river. 600 adults (300M and 300F were removed for broodstock). | neutral | 0.7747887969017029
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Field Crew: StAD Distribution of Spawning Salmon: Chums: lower 7 km; chinook: 'tailout' pools 5 km to 8 km; sockeye: upper river; and coho: unknown. Other Unusual Conditions: Yes Salmon Distribution or Predator Interactions: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Coho juvenile survey conducted on two sites. No fish count data available for the first four inspections listed above. (15) General Comments on Unusual Conditions: Some over wintering substrate shift and channelling- within parameters. (20) On Predator Interactions: Bear (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9130253791809082
Somass system data reviewed March & April 2006. Updated pink escapement numbers for the Somass System provided by DFO Stock Assessment Technician Jeff Till. Stamp Falls Fishway - continuous count, from 1996-09-05 to 1996-11-05. No pinks were recorded going through the Stamp Falls fishway. It is unknown if pinks were observed or if present whether they would be enumerated so "Not Inspected" has been entered as the escapement estimate. Very few pinks make it through Stamp Falls, it is unknown where pink spawn or number of spawning fish. Comment on original 1996 BC16 for the Somass System. Sockeye estimate: Great Central Lake (GCL) and Sproat fishway from May 24 to Oct.22. Coho and chinook estimates: Stamp Falls fishway and hatchery from Sep. 5 to Nov. 5. Chum estimate: Somass. BC16 report prepared by Jeff Till. 2 additional snorkel surveys to the Somass System this year: Sproat River (1) - Nov 1st; Stamp River (1) - Sept. 5th on the Stamp River. | neutral | 0.9333803057670593
Bank and stream walk surveys conducted 2012-09-25; 2012-10-12 & 2012-10-24. Poor survey conditions due to weather this year, extremely low water levels until October 11th then one storm after another bringing lots of rain along with flood conditions and poor visibility in the rivers. Surveys were targeting chum, no chinook observed. | negative | 0.826938271522522
Good coverage of migration start and peak. Missing end of migration surveys due to weather. CM were pushed later 2022 due to drought. | neutral | 0.6699084043502808
Unexpanded PL+D. | neutral | 0.8254290223121643
Tahsis River was surveyed on 08/09/2022, 15/09/2022, 27/09/2022, 04/10/2022, 02/11/2022, 16/11/2022. Nootka Sound experienced drought conditions from 09/09/2022 to 23/10/2022. One pink observed in 2022. | neutral | 0.7700134515762329
Stream walk conducted 2014-09-30. Only one survey done in 2014. No Coho were observed. | neutral | 0.9127570390701294
Person Preparing Report: H. Buitendyk Field Crew: H. Buitendyk Unusual Drought: Yes % of Spawning Habitat Surveyed: 80% Distribution of Spawning Salmon: Chum spawn mainly in estuary. Predators Counted During Surveys: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Expanded peak- live + dead used to calculate chum escapement estimate and live + dead observed used to calculate chinook escapement. Escapement estimate enetered by Brenda Wright (StAD) on Dec.10,2001. (13) Drought: Poor escapements counts due to low water levels. (20a) Predator counts by date and predator type: 10 seals, 1 bear and 3 eagles observed. | neutral | 0.9222836494445801
No native fisheries occurred on Washlawlis Creek stocks. Good terminal Rupert Arm fishery with estuary jumpers and schooling fish. Average to above average return with a single seine set on October 7/08 capturing all brood. | neutral | 0.5949223637580872
Person Preparing Report: Hank Buitendyk, CPV Field Crew: Hank Buitendyk Flood Impacts: Yes Recommend Spawning Site Restoration: Yes Other Comments (May relate to several species): (14) Flood: High (17) Spawning site recommendations: Stream consists mainly of large boulders (hardheads) with little gravel, only ion the beginning of the creek. After 400m stream impossible to walk due to obstructions | neutral | 0.8927600383758545
Snorkel surveys conducted 2014-09-08; 2014-09-22; 2014-09-29; 2014-10-06; 2015-10-15; & 2014-11-11. Heavy rains in mid to late October created poor survey conditions. Survey crews were unable to conduct some surveys due to high water levels and dangerous river conditions. The Expanded AUC was used as the escapement estimate. | negative | 0.7020934820175171
Snorkel surveys conducted on 2020/09/02, 2020/09/17, 2020/10/01, 2020/10/06, 2020/10/21 and 2020-11-10. Additional surveys not included in estimate due to low reliability. First "zero" count is assumed to be August 30 based on an absence of Chum in previous drone surveys conducted by Conuma Hatchery. Peak count of 7915 seen on second to final survey (October 21). A major influx of Chum occurred during a period of high water between Sept 17 and Oct 1 snorkel surveys. 33% Spawning observed by the time of the last survey. Majorioty of Chum were still schooling at the time of the final survey. Peak abundance and/or peak spawning were likely not covered within survey timing. Expanded AUC estimate used. 2994 Brood removals (1559 male, 1435 female). | neutral | 0.8008977174758911
Somass system data reviewed March & April 2006. Updated chinook escapement numbers for the Somass System provided by DFO Stock Assessment Technician Jeff Till. Sproat sockeye counters - continuous count from 2005-05-05 to 2005-11-10. The Sproat Lake counters are designed for counting sockeye only. The counters count everything that passes through the tunnels and there is a visual count for two hours, twice a week to calibrate the counts. During the visual counts, the absolute number of fish and species composition are recorded then compared with the counter count. The information collected is then used to calibrate the counter data between the visual counts. Calibrations and biosampling (bypass data) is the only time in which other species besides sockeye is observed. As the survey year progresses the calibrations decrease and it is quite feasible to have one (2 hour) calibration done in the month of September when the coho, chum and chinook are travelling through, during this time a greater effort is placed on the Stamp Falls Fishway. This makes it difficult to come up with an escapement estimate for coho, chum and chinook. If the salmon species was observed and recorded in the bypass data, counter calibration data or snorkel survey in the Taylor River then a presence will be entered as the escapement estimate. No record of chinook being observed so "None Observed" has been entered as escapement estimate. Chinook estimate for the Somass System = Somass River + Sproat River + Stamp River, Lower + Stamp River, Upper (the count through Stamp Falls Fishway plus a snorkel survey of the upper Stamp to the falls prior to the fishway going in). 1 additional snorkel surveys to the Somass System this year: Stamp River - Sept. 8th. | na | nan
Surveyd by TCES. | neutral | 0.9035657644271851
Snorkel surveys were conducted on 03/09/2021, 23/09/2021, and 04/10/2021. Conuma Hatchery did a done survey of the lower section on 15/09/202. High water events through early October prohibited crews from surveying after 04/10/202. Peak live plus dead estimate used for chum. | neutral | 0.8339904546737671
Original BC16 listed 2 populations of chum which is incorrect. Estimate updated May 3rd, 2005 ? a new SEN was created and the BC16 species with the 2 populations retired. Original BC16 Comments: Person Preparing Report: Bob Allan, CPV Field Crew: Bob Allen Survey Methods: Bank Walk, Stream Walk, Helicopter and boat Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Arceult (?) No. 1 - Estuary 2 sets, estimates 7,500 fish in area. Oct. 22. | neutral | 0.7390238046646118
A combination of boat, bank and stream walks were conducted 2011-09-28; 2011-10-01; 2011-10-05; 2011-10-06; 2011-10-09; 2011-10-12; 2011-10-19; 2011-10-27; 2011-11-01; 2011-11-04; 2011-11-08; 2011-11-09; 2011-11-15 & 2011-11-17. The surveys were conducted by both the Hupacasath & Tseshaht First Nations. Chum was the target species but due to the inconsistency of surveyors and survey method the raw PL+D was used and the reliability is low. | neutral | 0.8915842771530151
AUC estimate. Surveys on Sep 16, 22, Oct 12, 18, and Nov 1. High water and adverse weather affected timing of surveys. | neutral | 0.6707397103309631
Surveys on 08-28, 09-09, 09-22, 09-30, 10-05, 10-19, 10-26, 11-02. Good Survey coverage, with good front end coverage. Lots of coho present during last several surveys. | positive | 0.8630818724632263
Snorkel surveys conducted 2014-10-05; 2014-11-14 &2014-12-04. Heavy rains in mid to late October created poor survey conditions. Survey crews were unable to conduct surveys due to high water levels and dangerous river conditions. Poor survey timing, chinook was not the target species. Chinook were seen on the first survey so the Expanded PL+D was used for the escapement estimate. | negative | 0.8187248110771179
Snorkel survey conducted 2011-10-31. Only one survey in 2011, poor survey coverage for this creek. The raw PL+D and expanded PL+D were the same so the raw PL+D was used. | negative | 0.6881855726242065
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson % of Spawning Habitat Surveyed: 80% Distribution of Spawning Salmon: Sockeye 200m above tide zone. Chum 200 m above tide zone and coho to falls at 2.4 km. Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Coho- small number of fry. Steelhead - 7 adult and 3 jack. Timing info from loggers ( Plumper Harbour) | neutral | 0.9396256804466248
Snorkel surveys conducted 2014-10-02; 2014-10-08; 2014-10-24; 2014-11-11; 2014-11-18; 2014-12-02; 2015-01-09. Surveys conducted 2014-11-18; 2014-12-02; 2015-01-09 were excluded from calculations because they were late zero counts. Heavy rains in mid to late October created poor survey conditions. 1 adult and 1 jack sockeye were seen in the first 2 surveys and only 1 adult sockeye was seen in the 3rd survey. Poor survey timing for enumerating sockeye so "Adult Present" has been selected as the escapement estimate. | negative | 0.6106464862823486
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Unusual Mortalities: Yes Flood Impacts: Yes % of Spawning Habitat Surveyed: 100% Distribution of Spawning Salmon: Chum spawning in tidal waters. Salmon Distribution or Predator Interactions: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Unusual numbers of jacks: Proportion of coho jacks = 29% (8) Unusual mortalities: High incidence of poaching in Boulder Pool using chemical light bars (diagram on survey card). (14) Flood: Heavy rains caused high water flows during late Sep. / early Oct. and late Oct. / early Nov. (20) On Predator Interactions: Six adults and one juvenille bear were observed. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9027665853500366
Surveyed by Gord Bainbridge, Charter Patrol. Peak of 38 observed on final survey. | neutral | 0.9395001530647278
Person Preparing Report: Guy Chiasson, CPV Field Crew: Guy Chiasson Distribution of Spawning Salmon: Sockeye and coho from bridge to falls. Chum - tide zone to bridge. Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Coho fry in system. New logging going in upper valley. Coho fry survey done in 1998, 1999 and 2000. | neutral | 0.9506559371948242
Surveyed by Gord Bainbridge, Charter Patrol. Peak on Oct 6. | neutral | 0.9468873739242554
Bank and stream walk surveys conducted 2012-09-05; 2012-09-29; 2012-10-11; 2012-10-21 & 2012-11-04. Poor survey conditions due to weather this year, extremely low water levels until October 11th then one storm after another bringing lots of rain along with flood conditions and poor visibility in the rivers. Surveys were targeting chum and the six sockeye observed were only seen on the Sept 29th survey. There was a large gap between Sept. 29th survey and the one previous on Sept 5th. Due to survey conditions, timing and methods, the number of sockeye observed was not representative of the sockeye population so Adult Present has been entered as the escapement estimate. | negative | 0.63621586561203
Bank walk surveys 2019/08/06, 2019/08/08, 2019/08/13, 2019/08/21, 2019/09/04, 2019/09/24, 2019/09/27 2019/10/03, 2019/10/08, 2019/10/20, 2019/10/22, Spot check on 2019/08/14 2019/08/27 Drone surveys conducted 2019/08/11, 2019/08/20, 2019/08/22, 2019/09/24, 2019/08/27, 2019/08/29, 2019/09/06, 2019/09/18, 2019/09/24, 2019/09/30, 2019/10/01,2019/10/08, 2019/10/09, 2019/10/22. Drone survey on 2019/10/01 not included as it is a comment in SIL, and data values not accessible for estimate (replaced by full snorkel swim) Snorkel survey on 2019/09/03, 2019/09/07 2019/09/17, 2019/09/18, 2019/09/20, 2019/09/21, 2019/09/25, 2019/09/29, 2019/09/30, 2019/10/01, 2019/10/09, 2019/10/10, 2019/10/11, 2019/10/13, 2019/10/16, 2019/10/23, 2019/10/28 and 2019/11/05. Pink salmon only observed on Sept 20. Raw PL+D used for estimate. | neutral | 0.8839903473854065
Snorkel surveys conducted 2011-09-15; 2011-09-29; 2011-10-06; 2011-10-25; 2011-11-01; 2011-11-18 and 2011-12-09. No sockeye observed. | neutral | 0.9194862246513367
PL+D used on this system as only one swim was completed. | neutral | 0.8947363495826721
Snorkel surveys conducted 2011-10-03 & 2011-10-27. Poor survey coverage in 2011, only two surveys conducted. Expanded PL+D used as the escapement estimate. | negative | 0.8405697345733643
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Enhancement/Biological Activities: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Broodstock figure includes all fish removals from system, not just those used for brood. Unusual numbers of jacks: Proportion of sockeye jacks = 29% and proportion of coho jacks = 38%. (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9353874325752258
Snorkel surveys conducted 2016-09-12; 2016-09-24; 2016-11-01 & 2016-11-18. Poor survey conditions, crews were unable to survey in October due to extreme rainfall and high water levels. The expanded AUC was selected as the escapement estimate. The Tofino Enhancement Society did not take any chinook broodstock this year. 12 chinook were bio-sampled Nov. 1st, , 10 full samples and 2 partial samples For additional information see the Canadian Data Report of Fisheries and Aquatic Sciences: 2016 West Coast of Vancouver Island Salmon Extensive Escapement Stream Summary. | negative | 0.6315566897392273
Surveyed by Gord Bainbridge, Charter Patrol.Peak (with dead) of 436 on Oct 26. | neutral | 0.9520678520202637
Person Preparing Report: Rick Ferguson, StAD (250) 756-7006 Enhancement/Biological Activities: Yes Flood Impacts: Yes Salmon Distribution or Predator Interactions: Yes Supplementary Docs: Yes Other Comments (May relate to several species): (5) General Comments on Escapement Estimation: Escapement estimates are mainstem estimates only (no tributaries). Detailed information for each inspection available from Stock Assessment Division. Broodstock figure includes all fish removals from system, not just those used for brood. Additional inspections: Nov/19 (14) Flood: Heavy rains caused high water flows during late Sep. / early Oct. and late Oct. / early Nov. (20) On Predator Interactions: Two adult bears, seals and eagles were observed. Bear guts were also observed in the river 1997/11/10 (22) List Supplementary Documentation: BC16 originally prepared by Bruce A. Patten, StAD; reviewed by Rick Ferguson April 2000. | neutral | 0.9233771562576294
Stream walks conducted on Sep 23, Oct 8,17,22,28. PL+D. | neutral | 0.9492864608764648
